18.1,0.866
15.4,0.815
16.4,0.823
13,0.811
16.4,0.845
18.3,0.845
13.6,0.775
14,0.793
15.8,0.698
16.4,0.720
12.2,0.686
11.5,0.749
12,0.648
12,0.745
16.4,0.797
20.7,0.813
17.2,0.813
13.7,0.777
12.6,0.819
18,0.823
14.9,0.767
13.6,0.624
12.7,0.637
11.9,0.741
15.7,0.714
17.8,0.743
17.5,0.809
14,0.789
12.8,0.831
14.1,0.831
20.2,0.825
15.9,0.812
19.6,0.838
15.1,0.809
17.1,0.807
17.7,0.841
17.1,0.757
14.4,0.743
18.9,0.770
14.9,0.795
11,0.794
17.7,0.847
20.1,0.819
14.4,0.854
16.5,0.828
18.3,0.831
14.8,0.753
15,0.788
16.4,0.815
13.8,0.735
15.4,0.785
17.7,0.780
20.7,0.785
16.6,0.825
17.7,0.829
14.8,0.809
12.4,0.801
14.5,0.838
11.9,0.807
17.4,0.828
18.5,0.801
17.7,0.755
11.6,0.706
18.1,0.801
18.5,0.782
16.8,0.751
21.2,0.794
17,0.811
13.7,0.802
15.4,0.772
17.1,0.831
13.1,0.791
9.8,0.752
11,0.746
16,0.837
14.1,0.833
12.5,0.822
16.8,0.815
19.6,0.791
18.5,0.800
18.2,0.756
18.6,0.771
22.3,0.818
19.4,0.818
19,0.817
26.6,0.728
17.1,0.775
22.5,0.802
21.4,0.813
16.3,0.772
22.3,0.812
18,0.837
17,0.763
19.9,0.814
19.3,0.857
21.2,0.822
24.2,0.823
21.5,0.781
16.8,0.787
17,0.726
17.2,0.815
21.3,0.789
17,0.791
24.5,0.806
17,0.803
20.5,0.786
17.7,0.782
22.3,0.759
23.4,0.776
13.3,0.764
18.2,0.777
17.9,0.768
19.7,0.785
17.4,0.799
25,0.772
19.7,0.777
22.5,0.820
22.5,0.775
20.8,0.788
16.6,0.842
17,0.758
16.8,0.791
21.3,0.739
11,0.695
15,0.842
16.2,0.797
17.1,0.776
14.6,0.816
21,0.845
16.2,0.829
20,0.811
19.8,0.848
18.1,0.818
17.4,0.805
15.2,0.851
16.1,0.827
19.1,0.848
17.1,0.779
14.7,0.833
22.2,0.787
